aug,img_size,model,class,precision,recall,f1,support
aug_light,112,mobilenet_v2,tinea_corporis,0.42857142857142855,0.6,0.5,
aug_light,128,mobilenet_v2,tinea_corporis,0.3333333333333333,0.45,0.3829787234042553,
aug_light,160,mobilenet_v2,tinea_corporis,0.5714285714285714,0.6,0.5853658536585366,
aug_light,192,mobilenet_v2,tinea_corporis,0.46153846153846156,0.6,0.5217391304347826,
aug_light,224,mobilenet_v2,tinea_corporis,0.4482758620689655,0.65,0.5306122448979592,
aug_light,256,mobilenet_v2,tinea_corporis,0.6,0.6,0.6,
aug_light,299,mobilenet_v2,tinea_corporis,0.41379310344827586,0.6,0.4897959183673469,
aug_light,32,mobilenet_v2,warts,0.0,0.0,0.0,
aug_light,40,mobilenet_v2,warts,0.6666666666666666,0.1,0.17391304347826086,
aug_light,48,mobilenet_v2,warts,0.6,0.15,0.24,
aug_light,56,mobilenet_v2,warts,0.875,0.35,0.5,
aug_light,64,mobilenet_v2,warts,1.0,0.2,0.3333333333333333,
aug_light,80,mobilenet_v2,warts,0.6666666666666666,0.2,0.3076923076923077,
aug_light,96,mobilenet_v2,warts,1.0,0.6,0.75,
aug_light,112,mobilenet_v2,warts,0.5714285714285714,0.2,0.2962962962962963,
aug_light,128,mobilenet_v2,warts,0.7222222222222222,0.65,0.6842105263157895,
aug_light,160,mobilenet_v2,warts,0.9166666666666666,0.55,0.6875,
aug_light,192,mobilenet_v2,warts,0.9,0.45,0.6,
aug_light,224,mobilenet_v2,warts,1.0,0.55,0.7096774193548387,
aug_light,256,mobilenet_v2,warts,1.0,0.7,0.8235294117647058,
aug_light,299,mobilenet_v2,warts,0.8571428571428571,0.6,0.7058823529411765,
aug_light,32,resnet50,atopic_dermatitis,0.6956521739130435,0.8,0.7441860465116279,
aug_light,40,resnet50,atopic_dermatitis,0.6428571428571429,0.9,0.75,
aug_light,48,resnet50,atopic_dermatitis,0.7619047619047619,0.8,0.7804878048780488,
aug_light,56,resnet50,atopic_dermatitis,0.7727272727272727,0.85,0.8095238095238095,
aug_light,64,resnet50,atopic_dermatitis,0.7647058823529411,0.65,0.7027027027027027,
aug_light,80,resnet50,atopic_dermatitis,0.9285714285714286,0.65,0.7647058823529411,
aug_light,96,resnet50,atopic_dermatitis,0.7777777777777778,0.7,0.7368421052631579,
aug_light,112,resnet50,atopic_dermatitis,0.8095238095238095,0.85,0.8292682926829268,
