condition,img_size,model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,n_test,inference_ms_per_image,params,run_dir,ckpt_ft
aug_light,299,resnet50,0.8583333333333333,0.8969534050179212,0.8583333333333333,0.863416554206028,0.8969534050179212,0.8583333333333333,0.8634165542060278,120.0,,,v2_outputs\aug_light\px299\resnet50,v2_outputs\aug_light\px299\resnet50\ckpt_ft.keras
aug_light,32,densenet121,0.675,0.6977446752332336,0.6749999999999999,0.6731234527746155,0.6977446752332336,0.675,0.6731234527746156,120.0,,,v2_outputs\aug_light\px32\densenet121,v2_outputs\aug_light\px32\densenet121\ckpt_ft.keras
aug_light,32,efficientnet_b0,0.6333333333333333,0.6497252747252747,0.6333333333333334,0.628892651327699,0.6497252747252749,0.6333333333333333,0.6288926513276991,120.0,,,v2_outputs\aug_light\px32\efficientnet_b0,v2_outputs\aug_light\px32\efficientnet_b0\ckpt_ft.keras
aug_light,32,mobilenet_v2,0.21666666666666667,0.19238351254480288,0.21666666666666667,0.14080910240202274,0.19238351254480288,0.21666666666666667,0.14080910240202277,120.0,9.146682500916844,2265670.0,v2_outputs\aug_light\px32\mobilenet_v2,v2_outputs\aug_light\px32\mobilenet_v2\ckpt_ft.keras
aug_light,32,resnet50,0.7916666666666666,0.7958503251981512,0.7916666666666666,0.7876193276168076,0.7958503251981512,0.7916666666666666,0.7876193276168078,120.0,,,v2_outputs\aug_light\px32\resnet50,v2_outputs\aug_light\px32\resnet50\ckpt_ft.keras
aug_light,40,densenet121,0.6916666666666667,0.7160882221227048,0.6916666666666668,0.685602018585212,0.7160882221227048,0.6916666666666667,0.685602018585212,120.0,,,v2_outputs\aug_light\px40\densenet121,v2_outputs\aug_light\px40\densenet121\ckpt_ft.keras
aug_light,40,efficientnet_b0,0.6916666666666667,0.718541986687148,0.6916666666666665,0.6825478820306277,0.718541986687148,0.6916666666666667,0.6825478820306277,120.0,,,v2_outputs\aug_light\px40\efficientnet_b0,v2_outputs\aug_light\px40\efficientnet_b0\ckpt_ft.keras
aug_light,40,mobilenet_v2,0.5666666666666667,0.6016191325014854,0.5666666666666668,0.5430824613433308,0.6016191325014854,0.5666666666666667,0.5430824613433309,120.0,8.481424998414392,2265670.0,v2_outputs\aug_light\px40\mobilenet_v2,v2_outputs\aug_light\px40\mobilenet_v2\ckpt_ft.keras
aug_light,40,resnet50,0.75,0.7643624872457825,0.75,0.7375740208304967,0.7643624872457823,0.75,0.7375740208304968,120.0,,,v2_outputs\aug_light\px40\resnet50,v2_outputs\aug_light\px40\resnet50\ckpt_ft.keras
aug_light,48,densenet121,0.7333333333333333,0.7565483898817232,0.7333333333333334,0.7319083632609121,0.7565483898817232,0.7333333333333333,0.7319083632609121,120.0,,,v2_outputs\aug_light\px48\densenet121,v2_outputs\aug_light\px48\densenet121\ckpt_ft.keras
aug_light,48,efficientnet_b0,0.7416666666666667,0.7473867348009224,0.7416666666666667,0.7379799251608667,0.7473867348009224,0.7416666666666667,0.7379799251608667,120.0,,,v2_outputs\aug_light\px48\efficientnet_b0,v2_outputs\aug_light\px48\efficientnet_b0\ckpt_ft.keras
aug_light,48,mobilenet_v2,0.5666666666666667,0.6174463937621832,0.5666666666666667,0.5480157289776165,0.6174463937621832,0.5666666666666667,0.5480157289776165,120.0,8.407102500010902,2265670.0,v2_outputs\aug_light\px48\mobilenet_v2,v2_outputs\aug_light\px48\mobilenet_v2\ckpt_ft.keras
aug_light,48,resnet50,0.7916666666666666,0.8247607655502392,0.7916666666666666,0.7872331562932908,0.8247607655502391,0.7916666666666666,0.7872331562932909,120.0,,,v2_outputs\aug_light\px48\resnet50,v2_outputs\aug_light\px48\resnet50\ckpt_ft.keras
aug_light,56,densenet121,0.7416666666666667,0.7669892199303964,0.7416666666666667,0.7374907137102259,0.7669892199303964,0.7416666666666667,0.7374907137102259,120.0,,,v2_outputs\aug_light\px56\densenet121,v2_outputs\aug_light\px56\densenet121\ckpt_ft.keras
aug_light,56,efficientnet_b0,0.7166666666666667,0.7397796239708004,0.7166666666666667,0.7145350841997183,0.7397796239708004,0.7166666666666667,0.7145350841997185,120.0,,,v2_outputs\aug_light\px56\efficientnet_b0,v2_outputs\aug_light\px56\efficientnet_b0\ckpt_ft.keras
aug_light,56,mobilenet_v2,0.6916666666666667,0.7110484544695072,0.6916666666666665,0.6772879897879897,0.7110484544695072,0.6916666666666667,0.6772879897879899,120.0,16.317134998583544,2265670.0,v2_outputs\aug_light\px56\mobilenet_v2,v2_outputs\aug_light\px56\mobilenet_v2\ckpt_ft.keras
aug_light,56,resnet50,0.8333333333333334,0.8506926406926407,0.8333333333333334,0.8289002951473448,0.8506926406926407,0.8333333333333334,0.8289002951473446,120.0,,,v2_outputs\aug_light\px56\resnet50,v2_outputs\aug_light\px56\resnet50\ckpt_ft.keras
aug_light,64,densenet121,0.7083333333333334,0.7412128101783274,0.7083333333333334,0.7076205645270829,0.7412128101783273,0.7083333333333334,0.7076205645270829,120.0,,,v2_outputs\aug_light\px64\densenet121,v2_outputs\aug_light\px64\densenet121\ckpt_ft.keras
aug_light,64,efficientnet_b0,0.775,0.8007215007215006,0.7749999999999999,0.7702724829769306,0.8007215007215007,0.775,0.7702724829769305,120.0,,,v2_outputs\aug_light\px64\efficientnet_b0,v2_outputs\aug_light\px64\efficientnet_b0\ckpt_ft.keras
aug_light,64,mobilenet_v2,0.65,0.7054830917874396,0.65,0.6195559554571183,0.7054830917874396,0.65,0.6195559554571183,120.0,13.046261668205261,2265670.0,v2_outputs\aug_light\px64\mobilenet_v2,v2_outputs\aug_light\px64\mobilenet_v2\ckpt_ft.keras
aug_light,64,resnet50,0.8,0.8358739194602572,0.7999999999999999,0.804739666136725,0.8358739194602571,0.8,0.8047396661367251,120.0,,,v2_outputs\aug_light\px64\resnet50,v2_outputs\aug_light\px64\resnet50\ckpt_ft.keras
aug_light,80,densenet121,0.8083333333333333,0.8257575757575757,0.8083333333333332,0.8075396825396827,0.8257575757575757,0.8083333333333333,0.8075396825396824,120.0,,,v2_outputs\aug_light\px80\densenet121,v2_outputs\aug_light\px80\densenet121\ckpt_ft.keras
aug_light,80,efficientnet_b0,0.7916666666666666,0.7979260544797628,0.7916666666666666,0.790923084173226,0.797926054479763,0.7916666666666666,0.790923084173226,120.0,,,v2_outputs\aug_light\px80\efficientnet_b0,v2_outputs\aug_light\px80\efficientnet_b0\ckpt_ft.keras
aug_light,80,inception_v3,0.7166666666666667,0.7472485768500948,0.7166666666666667,0.7117255730258826,0.7472485768500949,0.7166666666666667,0.7117255730258826,120.0,,,v2_outputs\aug_light\px80\inception_v3,v2_outputs\aug_light\px80\inception_v3\ckpt_ft.keras
aug_light,80,mobilenet_v2,0.675,0.7010732179697697,0.6749999999999999,0.6572651208383763,0.7010732179697696,0.675,0.6572651208383763,120.0,15.401638332211101,2265670.0,v2_outputs\aug_light\px80\mobilenet_v2,v2_outputs\aug_light\px80\mobilenet_v2\ckpt_ft.keras
aug_light,80,resnet50,0.7833333333333333,0.8491645781119465,0.7833333333333332,0.791920422500371,0.8491645781119466,0.7833333333333333,0.7919204225003711,120.0,,,v2_outputs\aug_light\px80\resnet50,v2_outputs\aug_light\px80\resnet50\ckpt_ft.keras
aug_light,96,densenet121,0.8416666666666667,0.8605098605098606,0.8416666666666667,0.8420376922698903,0.8605098605098607,0.8416666666666667,0.8420376922698904,120.0,,,v2_outputs\aug_light\px96\densenet121,v2_outputs\aug_light\px96\densenet121\ckpt_ft.keras
aug_light,96,efficientnet_b0,0.7916666666666666,0.8055555555555554,0.7916666666666666,0.789924506387921,0.8055555555555557,0.7916666666666666,0.789924506387921,120.0,,,v2_outputs\aug_light\px96\efficientnet_b0,v2_outputs\aug_light\px96\efficientnet_b0\ckpt_ft.keras
aug_light,96,inception_v3,0.7416666666666667,0.7853652867264481,0.7416666666666666,0.7353126484899885,0.7853652867264482,0.7416666666666667,0.7353126484899885,120.0,,,v2_outputs\aug_light\px96\inception_v3,v2_outputs\aug_light\px96\inception_v3\ckpt_ft.keras
aug_light,96,mobilenet_v2,0.725,0.7726783020900667,0.725,0.7341363102232666,0.7726783020900668,0.725,0.7341363102232668,120.0,15.313913333617771,2265670.0,v2_outputs\aug_light\px96\mobilenet_v2,v2_outputs\aug_light\px96\mobilenet_v2\ckpt_ft.keras
aug_light,96,resnet50,0.7916666666666666,0.8214285714285715,0.7916666666666666,0.7976264189886481,0.8214285714285714,0.7916666666666666,0.7976264189886481,120.0,,,v2_outputs\aug_light\px96\resnet50,v2_outputs\aug_light\px96\resnet50\ckpt_ft.keras
